acc,f1,pr,re,auc,g-loss,d-loss,epoch
0.9803239352129574,0.8271865121180189,0.9631901840490797,0.7248384118190212,0.9283115039932242,0.3006628155708313,0.5736551880836487,510
0.9802039592081584,0.8257655755015838,0.9642416769420469,0.7220683287165282,0.9232207557959166,0.22892852127552032,0.3836740553379059,520
0.980503899220156,0.8284960422163589,0.9667487684729064,0.7248384118190212,0.9270726943475933,0.24966801702976227,0.35431545972824097,530
0.9798440311937613,0.823157894736842,0.9571603427172583,0.7220683287165282,0.9262248928822412,0.20654581487178802,0.4794481694698334,540
0.9802039592081584,0.8252118644067796,0.9677018633540373,0.7192982456140351,0.9307064846341575,0.2677558362483978,0.3579828441143036,550
0.9804439112177564,0.8275132275132275,0.9690210656753407,0.7220683287165282,0.9258693393487163,0.22490553557872772,0.33022454380989075,560
0.980743851229754,0.8302485457429932,0.9715346534653465,0.7248384118190212,0.9261538354907946,0.23721002042293549,0.349703848361969,570
0.9801439712057588,0.8256977356503423,0.9607843137254902,0.7239150507848569,0.9252335845133629,0.5793241858482361,0.6306717395782471,580
0.9800239952009598,0.8240887480190174,0.9629629629629629,0.7202216066481995,0.9236351634506607,0.19443173706531525,0.2867960035800934,590
0.9798440311937613,0.8229715489989462,0.9582822085889571,0.7211449676823638,0.927319099699592,0.21121110022068024,0.3244686722755432,600
0.9790641871625675,0.8169900367068695,0.9453883495145631,0.7192982456140351,0.9297549553718707,0.37444037199020386,0.1988465040922165,610
0.9803239352129574,0.8270042194092827,0.964329643296433,0.7239150507848569,0.9205432635252961,0.32769879698753357,0.1489095240831375,620
0.9796640671865627,0.8222338751966439,0.9514563106796117,0.7239150507848569,0.9213145575950221,0.5045466423034668,0.12437914311885834,630
0.9799640071985602,0.8238396624472573,0.9606396063960639,0.7211449676823638,0.9200426036304966,0.9234550595283508,0.5122566223144531,640
0.9796640671865627,0.8222338751966439,0.9514563106796117,0.7239150507848569,0.923408810559691,0.8523492217063904,0.3245983123779297,650
0.9802639472105579,0.8265682656826568,0.9631449631449631,0.7239150507848569,0.9267281000616028,1.3015879392623901,0.3960793614387512,660
0.9803239352129574,0.8264550264550264,0.9677819083023544,0.7211449676823638,0.9338243016989618,1.5175949335098267,0.11772503703832626,670
0.980743851229754,0.8298887122416534,0.9738805970149254,0.7229916897506925,0.9236527574858918,4.74589729309082,0.36180317401885986,680
0.9799040191961608,0.8230322239830956,0.9617283950617284,0.7192982456140351,0.9334101013813332,1.233567714691162,0.24617865681648254,690
0.9802639472105579,0.8265682656826568,0.9631449631449631,0.7239150507848569,0.9264637452393176,2.0200350284576416,0.22847013175487518,700
0.9802639472105579,0.8260179799048123,0.9665841584158416,0.7211449676823638,0.9211750197162787,1.0419853925704956,0.4737253487110138,710
0.9802639472105579,0.8267509215376515,0.9620098039215687,0.7248384118190212,0.9186282979263741,1.199068546295166,0.4532620310783386,720
0.9799040191961608,0.8237769594950026,0.9572127139364304,0.7229916897506925,0.9313422690890987,1.655786156654358,0.35673436522483826,730
0.9802039592081584,0.8259493670886074,0.9630996309963099,0.7229916897506925,0.9177489812194632,0.35604485869407654,0.36789244413375854,740
0.9793641271745651,0.8193277310924371,0.9500609013398295,0.7202216066481995,0.9317582465820032,0.6720606684684753,0.3267739415168762,750
0.9800839832033593,0.8250790305584826,0.9607361963190184,0.7229916897506925,0.9242324720608794,3.3993747234344482,0.10357477515935898,760
0.9793041391721655,0.8194662480376765,0.9456521739130435,0.7229916897506925,0.9253438878588183,0.27325984835624695,0.4631620943546295,770
0.9805638872225555,0.8289334741288279,0.967940813810111,0.7248384118190212,0.9260719965693408,2.3177270889282227,0.4480527937412262,780
0.9806838632273546,0.8285410010649628,0.9786163522012579,0.7183748845798708,0.9242668307828794,3.3506085872650146,0.20296895503997803,790
0.9801439712057588,0.8249603384452671,0.9653465346534653,0.7202216066481995,0.9265146020717953,7.678567886352539,0.30686017870903015,800
0.980383923215357,0.826525198938992,0.9713216957605985,0.7192982456140351,0.9285403449295797,7.240973472595215,0.10443825274705887,810
0.9803239352129574,0.8266384778012685,0.9666254635352287,0.7220683287165282,0.9294761461906751,5.796266078948975,0.12813162803649902,820
0.980503899220156,0.8279512969825306,0.9702233250620348,0.7220683287165282,0.9246939156212581,4.638843536376953,0.10607467591762543,830
0.9797840431913617,0.8229111928533893,0.9548780487804878,0.7229916897506925,0.9243244705009934,5.461307525634766,0.006439007818698883,840
0.9798440311937613,0.8229715489989462,0.9582822085889571,0.7211449676823638,0.9178228524717635,3.698428153991699,0.3016776740550995,850
0.9799640071985602,0.8238396624472573,0.9606396063960639,0.7211449676823638,0.919346335977,2.942462682723999,0.25563761591911316,860
0.9800839832033593,0.8239660657476141,0.9676214196762142,0.7174515235457064,0.917366444241333,2.7773876190185547,0.09289727360010147,870
0.9800839832033593,0.8247096092925026,0.9630086313193588,0.7211449676823638,0.9269823249848155,2.0848629474639893,0.07799655944108963,880
0.980623875224955,0.8286472148541114,0.9738154613466334,0.7211449676823638,0.9255548089444758,1.6002954244613647,0.07758118957281113,890
0.9798440311937613,0.8233438485804416,0.9560439560439561,0.7229916897506925,0.9229113495803882,0.9144323468208313,0.47679421305656433,900
0.980383923215357,0.8270756213643574,0.9678217821782178,0.7220683287165282,0.9312573793500881,2.6170873641967773,0.6247945427894592,910
0.9796040791841631,0.8218029350104821,0.9503030303030303,0.7239150507848569,0.9255625988961016,1.9384171962738037,0.2571500241756439,920
0.980503899220156,0.8279512969825306,0.9702233250620348,0.7220683287165282,0.9275854390342687,1.2769511938095093,0.2948302626609802,930
0.980383923215357,0.8274406332453826,0.9655172413793104,0.7239150507848569,0.9207772582699519,0.5079329013824463,0.4588421881198883,940
0.9803239352129574,0.826271186440678,0.968944099378882,0.7202216066481995,0.9238012404801903,4.7605061531066895,0.10108243674039841,950
0.980623875224955,0.8291909042834479,0.9702970297029703,0.7239150507848569,0.9141602127065545,1.6081295013427734,0.059970058500766754,960
0.9800239952009598,0.8248290373487638,0.9584352078239609,0.7239150507848569,0.9274404807709339,1.8416074514389038,0.06731956452131271,970
0.9803239352129574,0.8271865121180189,0.9631901840490797,0.7248384118190212,0.9311493270933155,1.1729708909988403,0.056805599480867386,980
0.980743851229754,0.8300688194812069,0.9727047146401985,0.7239150507848569,0.9224454334622318,0.8527000546455383,0.3860240876674652,990
